Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Passed,Cluster
S01702,0.5238095238095238,0.803647416413374,0.4100156494522692,0,No,0
S01704,0.5976190476190476,0.837082066869301,0.4011476264997392,1,No,1
S01705,0.5142857142857143,0.4753799392097265,0.2060511215440793,1,Yes,1
S01707,0.5476190476190477,0.6249240121580547,0.4381846635367762,1,No,1
S01708,0.6928571428571428,0.4437689969604863,0.3661971830985915,0,No,0
S01709,0.4499999999999999,0.6231003039513677,0.3302034428794992,0,No,0
S01710,0.35,0.4796352583586625,0.3656755346896193,0,Yes,0
S01711,0.5976190476190476,0.3550151975683891,0.2691705790297339,0,No,0
S01712,0.4523809523809524,0.3306990881458967,0.1919666145018257,0,Yes,0
S01713,0.2071428571428571,0.5033434650455927,0.2378716744913928,1,Yes,1
S01714,0.5666666666666667,0.5939209726443769,0.4747000521648409,1,Yes,1
S01716,0.4547619047619048,0.5647416413373859,0.3708920187793428,0,Yes,0
S01717,0.5071428571428571,0.5647416413373859,0.2869066249347939,1,No,1
S01718,0.4904761904761905,0.5221884498480243,0.2676056338028169,0,Yes,0
S01719,0.55,0.4303951367781155,0.4277516953573292,0,Yes,0
S01720,0.4142857142857142,0.5720364741641337,0.3030777256129369,0,No,0
S01721,0.5285714285714286,0.5258358662613982,0.3688054251434533,1,Yes,1
S01722,0.4357142857142856,0.6620060790273555,0.4835680751173709,1,No,1
S01723,0.5547619047619047,0.3854103343465045,0.279603547209181,0,No,0
S01724,0.5404761904761904,0.556838905775076,0.332811684924361,0,Yes,0
S01725,0.3547619047619047,0.3884498480243161,0.3510693792383933,0,Yes,0
S01727,0.4023809523809523,0.409726443768997,0.3343766301512781,0,No,0
S01729,0.5095238095238095,0.5422492401215806,0.3568075117370892,0,Yes,0
S01730,0.6857142857142856,0.4741641337386018,0.3051643192488263,1,No,1
S01731,0.4404761904761904,0.7209726443768997,0.0699008868022952,0,Yes,0
S01733,0.4642857142857143,0.6407294832826748,0.4392279603547209,1,No,1
S01734,0.430952380952381,0.6382978723404256,0.2211789254042775,1,No,1
S01736,0.2738095238095238,0.7015197568389058,0.199791340636411,1,Yes,1
S01737,0.3404761904761905,0.5069908814589665,0.2201356285863328,1,No,1
S01739,0.5809523809523809,0.4285714285714285,0.4173187271778821,0,Yes,0
S01740,0.6714285714285715,0.4054711246200608,0.3468961919666145,1,Yes,1
S01742,0.4476190476190475,0.3945288753799392,0.189358372456964,1,No,1
S01743,0.4761904761904761,0.3446808510638298,0.1293688054251434,1,No,1
S01744,0.6047619047619047,0.5689969604863222,0.261867501304121,0,Yes,0
S01747,0.5833333333333334,0.3744680851063829,0.4689619196661451,0,No,0
S01748,0.5261904761904762,0.4857142857142856,0.1752738654147104,0,Yes,0
S01749,0.4880952380952381,0.6449848024316109,0.2717788210745957,1,Yes,1
S01750,0.5857142857142857,0.5015197568389058,0.4267083985393844,0,Yes,0
S01751,0.1452380952380952,0.4455927051671732,0.3468961919666145,1,No,1
S01752,0.5476190476190477,0.3586626139817629,0.2102243088158581,1,Yes,1
S01753,0.3880952380952381,0.4911854103343465,0.1225873761085028,0,No,0
S01754,0.2476190476190476,0.4571428571428572,0.2649973917579551,0,No,0
S01755,0.5285714285714286,0.5325227963525836,0.2164840897235263,0,Yes,0
S01756,0.6309523809523809,0.6006079027355623,0.2608242044861763,1,Yes,1
S01757,0.4499999999999999,0.5088145896656535,0.4747000521648409,0,No,0
S01758,0.5809523809523809,0.5653495440729484,0.2164840897235263,0,No,0
S01759,0.6595238095238096,0.6,0.2451747522170057,0,No,0
S01760,0.6238095238095239,0.3933130699088146,0.3672404799165363,1,Yes,1
S01761,0.6619047619047619,0.7720364741641338,0.3187271778821075,0,No,0
S01763,0.4761904761904761,0.6054711246200608,0.3599374021909233,1,Yes,1
S01765,0.438095238095238,0.5562310030395137,0.3359415753781951,1,No,1
S01767,0.7261904761904762,0.7446808510638298,0.1580594679186228,0,No,0
S01768,0.4452380952380952,0.5142857142857142,0.4647887323943662,1,No,1
S01770,0.5333333333333333,0.5781155015197568,0.2874282733437663,0,No,0
S01771,0.4714285714285713,0.7677811550151975,0.2587376108502869,1,No,1
S01772,0.6690476190476191,0.3264437689969605,0.3051643192488263,0,No,0
S01773,0.3928571428571428,0.6012158054711245,0.3109024517475222,1,No,1
S01774,0.4904761904761905,0.2176291793313069,0.3411580594679186,0,Yes,0
S01775,0.3785714285714285,0.5355623100303951,0.2587376108502869,0,No,0
S01776,0.3095238095238095,0.6668693009118541,0.3802816901408451,1,No,1
S01777,0.3928571428571428,0.7185410334346505,0.2425665101721439,1,No,1
S01779,0.4166666666666667,0.5075987841945289,0.161189358372457,1,Yes,1
S01781,0.3,0.8486322188449847,0.4147104851330204,1,Yes,1
S01782,0.4571428571428571,0.5519756838905775,0.2764736567553469,1,No,1
S01784,0.5571428571428572,0.4905775075987842,0.2102243088158581,1,Yes,1
S01785,0.4761904761904761,0.6729483282674772,0.189358372456964,0,No,0
S01787,0.430952380952381,0.468693009118541,0.2827334376630152,0,No,0
S01788,0.3761904761904762,0.6370820668693009,0.2196139801773604,0,No,0
S01791,0.2428571428571428,0.5379939209726444,0.369848721961398,0,Yes,0
S01792,0.4809523809523809,0.6924012158054711,0.2696922274387063,1,Yes,1
S01793,0.4476190476190475,0.4291793313069909,0.1898800208659364,0,No,0
S01795,0.4928571428571428,0.5562310030395137,0.2942097026604069,1,Yes,1
S01796,0.3761904761904762,0.6851063829787234,0.3839332290036516,1,Yes,1
S01797,0.4285714285714285,0.425531914893617,0.1778821074595722,1,No,1
S01798,0.3714285714285714,0.5720364741641337,0.2665623369848722,0,Yes,0
S01800,0.469047619047619,0.5562310030395137,0.4167970787689098,0,No,0
S01801,0.6928571428571428,0.590273556231003,0.2436098069900887,1,Yes,1
S01802,0.4595238095238094,0.3872340425531915,0.2321335419926969,0,No,0
S01803,0.3833333333333333,0.6966565349544073,0.3479394887845592,0,No,0
S01804,0.2857142857142857,0.5951367781155015,0.1173708920187793,1,Yes,1
S01805,0.2523809523809524,0.4382978723404255,0.251434533124674,0,No,0
S01806,0.2785714285714286,0.5015197568389058,0.3422013562858634,1,Yes,1
S01807,0.4976190476190475,0.7246200607902735,0.3234220135628586,1,Yes,1
S01808,0.5261904761904762,0.5933130699088146,0.3114241001564946,1,No,1
S01809,0.2785714285714286,0.425531914893617,0.1674491392801251,1,Yes,1
S01810,0.5738095238095239,0.4474164133738601,0.1961398017736045,1,Yes,1
S01811,0.4095238095238095,0.6188449848024316,0.4006259780907668,1,No,1
S01812,0.4833333333333333,0.6334346504559271,0.288471570161711,1,Yes,1
S01813,0.6595238095238096,0.5872340425531914,0.2785602503912363,1,No,1
S01815,0.4357142857142856,0.6413373860182371,0.297339593114241,1,No,1
S01816,0.3595238095238095,0.5051671732522796,0.2576943140323422,1,Yes,1
S01817,0.2095238095238095,0.4389057750759879,0.3630672926447575,1,No,1
S01818,0.3809523809523809,0.7355623100303952,0.2133541992696922,0,No,0
S01821,0.4499999999999999,0.5592705167173252,0.3442879499217527,1,No,1
S01823,0.4404761904761904,0.5003039513677812,0.3599374021909233,1,No,1
S01824,0.3880952380952381,0.5714285714285714,0.2576943140323422,0,No,0
S01825,0.4857142857142856,0.4297872340425532,0.2550860719874804,0,Yes,0
S01826,0.519047619047619,0.6492401215805471,0.306207616066771,1,Yes,1
S01827,0.3357142857142857,0.5422492401215806,0.2764736567553469,1,No,1
S01828,0.6357142857142858,0.347112462006079,0.2592592592592593,0,Yes,0
S01830,0.469047619047619,0.4680851063829787,0.3046426708398539,1,Yes,1
S01833,0.5809523809523809,0.668693009118541,0.3896713615023474,1,No,1
S01834,0.5,0.529483282674772,0.3427230046948357,1,No,1
S01836,0.5095238095238095,0.5440729483282675,0.2785602503912363,1,No,1
S01838,0.4785714285714286,0.4541033434650456,0.3098591549295775,0,Yes,0
S01839,0.4619047619047619,0.3866261398176291,0.4167970787689098,0,No,0
S01841,0.4523809523809524,0.6316109422492401,0.4256651017214398,1,Yes,1
S01843,0.4023809523809523,0.2966565349544073,0.2931664058424622,1,No,1
S01844,0.4785714285714286,0.6,0.2592592592592593,0,Yes,0
S01846,0.3452380952380952,0.5604863221884498,0.2858633281168492,1,No,1
S01848,0.3642857142857143,0.5537993920972644,0.3395931142410016,1,No,1
S01849,0.5809523809523809,0.5270516717325228,0.3708920187793428,0,No,0
S01850,0.5166666666666666,0.2498480243161094,0.1507563901930099,0,Yes,0
S01851,0.3904761904761904,0.7398176291793314,0.4355764214919145,0,No,0
S01853,0.3238095238095238,0.5112462006079027,0.2728221178925404,0,Yes,0
S01854,0.5761904761904761,0.60790273556231,0.3197704747000521,0,No,0
S01861,0.4499999999999999,0.7185410334346505,0.1930099113197705,0,Yes,0
S01862,0.5642857142857143,0.3598784194528875,0.3307250912884716,0,Yes,0
S01863,0.5619047619047619,0.5003039513677812,0.2076160667709963,1,Yes,1
S01864,0.2595238095238095,0.2844984802431611,0.3750652060511216,0,Yes,0
S01865,0.6214285714285714,0.5440729483282675,0.359415753781951,0,No,0
S01866,0.269047619047619,0.5993920972644377,0.1283255086071987,0,No,0
S01868,0.6,0.4699088145896656,0.0912884715701617,0,No,0
S01869,0.3357142857142857,0.2820668693009119,0.2039645279081898,0,No,0
S01870,0.4166666666666667,0.39209726443769,0.3766301512780386,0,No,0
S01871,0.3357142857142857,0.6954407294832826,0.2535211267605634,0,No,0
S01872,0.4404761904761904,0.6498480243161093,0.4178403755868545,0,No,0
S01873,0.430952380952381,0.5319148936170213,0.3510693792383933,0,Yes,0
S01875,0.6238095238095239,0.417629179331307,0.2509128847157016,1,Yes,1
S01877,0.4,0.4553191489361702,0.2582159624413145,0,No,0
S01878,0.4428571428571429,0.5957446808510638,0.1502347417840375,0,Yes,0
S01879,0.2666666666666666,0.3811550151975684,0.2232655190401669,0,No,0
S01880,0.3714285714285714,0.5209726443768997,0.3051643192488263,1,Yes,1
S01881,0.5809523809523809,0.6948328267477204,0.2342201356285863,1,Yes,1
S01882,0.6595238095238096,0.4279635258358663,0.4830464267083986,0,Yes,0
S01883,0.319047619047619,0.6340425531914894,0.2451747522170057,0,Yes,0
S01884,0.3952380952380953,0.4115501519756839,0.2467396974439228,1,Yes,1
S01886,0.5,0.5416413373860182,0.3646322378716745,0,No,0
S01887,0.3714285714285714,0.660790273556231,0.2738654147104851,0,Yes,0
S01888,0.5166666666666666,0.5063829787234042,0.359415753781951,0,No,0
S01889,0.4095238095238095,0.6182370820668693,0.386019822639541,1,No,1
S01890,0.4642857142857143,0.6820668693009119,0.3244653103808034,0,No,0
S01891,0.5309523809523808,0.4492401215805471,0.3197704747000521,1,Yes,1
S01893,0.4142857142857142,0.4996960486322188,1.0,0,No,0
S01894,0.4547619047619048,0.6978723404255319,0.1789254042775169,1,Yes,1
S01895,0.4571428571428571,0.4437689969604863,0.3015127803860198,0,Yes,0
S01896,0.4214285714285714,0.6662613981762917,0.476264997391758,1,No,1
S01897,0.4357142857142856,0.5106382978723404,0.251434533124674,1,Yes,1
S01899,0.5333333333333333,0.8158054711246202,0.3369848721961399,1,No,1
S01901,0.55,0.3428571428571429,0.2769953051643192,0,No,0
S01902,0.4261904761904762,0.2504559270516717,0.261867501304121,0,No,0
S01903,0.6071428571428571,0.5501519756838906,0.2608242044861763,0,No,0
S01904,0.5095238095238095,0.652887537993921,0.343244653103808,0,Yes,0
S01905,0.4547619047619048,0.6036474164133738,0.3630672926447575,0,No,0
S01906,0.519047619047619,0.4547112462006079,0.2623891497130933,0,No,0
S01907,0.2785714285714286,0.3623100303951367,0.2613458528951486,1,No,1
S01908,0.3333333333333333,0.6559270516717325,0.2503912363067292,0,No,0
S01909,0.3238095238095238,0.7689969604863222,0.3740219092331768,0,No,0
S01910,0.4833333333333333,0.4613981762917933,0.3646322378716745,0,No,0
S01911,0.6738095238095237,0.643161094224924,0.4110589462702139,1,Yes,1
S01912,0.7333333333333333,0.8595744680851064,0.2321335419926969,1,Yes,1
S01913,0.5428571428571428,0.5197568389057751,0.2472613458528952,1,No,1
S01914,0.5261904761904762,0.5221884498480243,0.4251434533124674,0,Yes,0
S01915,0.2523809523809524,0.6109422492401215,0.3995826812728222,1,No,1
S01916,0.4023809523809523,0.5082066869300912,0.2180490349504434,1,Yes,1
S01917,0.3738095238095238,0.705775075987842,0.2258737610850286,0,Yes,0
S01918,0.3928571428571428,0.4936170212765957,0.3155972874282733,0,No,0
S01919,0.4476190476190475,0.539209726443769,0.3928012519561815,1,Yes,1
S01920,0.4095238095238095,0.3677811550151976,0.2248304642670839,0,No,0
S01921,0.2309523809523809,0.5142857142857142,0.3025560772039645,1,No,1
S01922,0.5547619047619047,0.4200607902735562,0.3808033385498174,1,Yes,1
S01923,0.338095238095238,0.5848024316109423,0.2801251956181534,1,Yes,1
S01924,0.4952380952380951,0.3404255319148936,0.290036515388628,1,Yes,1
S01925,0.7142857142857143,0.6620060790273555,0.4068857589984351,0,Yes,0
S01926,0.3571428571428571,0.4370820668693009,0.2629107981220657,0,No,0
S01927,0.1642857142857142,0.7598784194528876,0.3948878455920709,0,Yes,0
S01928,0.4333333333333333,0.7094224924012158,0.2842983828899322,1,No,1
S01929,0.5976190476190476,0.60790273556231,0.2107459572248305,0,No,0
S01930,0.7,0.3556231003039514,0.3395931142410016,1,No,1
S01931,0.3214285714285714,0.4662613981762918,0.2477829942618675,0,No,0
S01932,0.5261904761904762,0.4340425531914894,0.2039645279081898,0,Yes,0
S01933,0.4119047619047619,0.4492401215805471,0.449660928534168,1,No,1
S01934,0.4547619047619048,0.7343465045592705,0.3286384976525822,0,No,0
S01935,0.7809523809523808,0.5240121580547112,0.270735524256651,1,No,1
S01936,0.288095238095238,0.4626139817629179,0.2723004694835681,1,Yes,1
S01937,0.4976190476190475,0.4516717325227963,0.4157537819509651,1,No,1
S01939,0.5952380952380952,0.60790273556231,0.252999478351591,0,No,0
S01940,0.4785714285714286,0.345288753799392,0.3166405842462181,0,No,0
S01941,0.5023809523809524,0.555015197568389,0.2670839853938446,0,No,0
S01943,0.4976190476190475,0.3319148936170212,0.2681272822117893,0,Yes,0
S01948,0.4642857142857143,0.468693009118541,0.3573291601460616,0,Yes,0
S01949,0.6,0.7142857142857143,0.3249869587897757,0,No,0
S01950,0.4595238095238094,0.503951367781155,0.2399582681272822,1,No,1
S01951,0.2547619047619047,0.5027355623100304,0.2837767344809598,1,No,1
S01952,0.6166666666666666,0.5544072948328268,0.2467396974439228,0,No,0
S01953,0.3595238095238095,0.6449848024316109,0.2660406885758998,0,Yes,0
S01955,0.3952380952380953,0.494224924012158,0.2869066249347939,1,No,1
S01956,0.6309523809523809,0.3908814589665653,0.2503912363067292,0,Yes,0
S01957,0.2119047619047619,0.5854103343465046,0.3015127803860198,0,Yes,0
S01958,0.8404761904761904,0.6565349544072948,0.3369848721961399,0,Yes,0
S01959,0.5928571428571429,0.6638297872340426,0.3442879499217527,1,Yes,1
S01962,0.5,0.6942249240121581,0.2837767344809598,1,No,1
S01963,0.5285714285714286,0.5708206686930091,0.3813249869587898,1,No,1
S01965,0.5333333333333333,0.5440729483282675,0.2420448617631716,1,Yes,1
S01966,0.4761904761904761,0.6085106382978723,0.2097026604068858,0,No,0
S01967,0.4428571428571429,0.5775075987841946,0.3354199269692227,1,Yes,1
S01968,0.4476190476190475,0.4729483282674772,0.2728221178925404,1,No,1
S01969,0.4428571428571429,0.6498480243161093,0.2170057381324986,0,Yes,0
S01971,0.5380952380952382,0.7033434650455928,0.3479394887845592,0,No,0
S01972,0.1166666666666666,0.4340425531914894,0.3072509128847157,0,No,0
S01973,0.5452380952380952,0.609726443768997,0.2436098069900887,1,No,1
S01974,0.4904761904761905,0.5227963525835866,0.3406364110589462,0,Yes,0
S01975,0.4642857142857143,0.4851063829787234,0.3766301512780386,1,No,1
S01977,0.6,0.6334346504559271,0.3119457485654668,0,Yes,0
S01978,0.5785714285714285,0.5355623100303951,0.4272300469483568,0,Yes,0
S01979,0.3738095238095238,0.7550151975683891,0.3995826812728222,1,Yes,1
S01980,0.5142857142857143,0.6620060790273555,0.3004694835680752,0,Yes,0
S01981,0.35,0.444984802431611,0.3745435576421492,0,Yes,0
S01982,0.3023809523809523,0.2680851063829787,0.3468961919666145,1,Yes,1
S01983,0.3928571428571428,0.5556231003039513,0.2540427751695358,1,Yes,1
S01984,0.569047619047619,0.7112462006079028,0.4209702660406886,0,No,0
S01985,0.5809523809523809,0.6170212765957447,0.4277516953573292,1,Yes,1
S01986,0.5285714285714286,0.7343465045592705,0.3896713615023474,1,No,1
S01987,0.5523809523809524,0.4699088145896656,0.3453312467396975,0,Yes,0
S01990,0.519047619047619,0.5720364741641337,0.3813249869587898,0,Yes,0
S01991,0.5619047619047619,0.6358662613981763,0.1950965049556599,1,No,1
S01992,0.5571428571428572,0.7410334346504559,0.2702138758476786,0,Yes,0
S01993,0.6071428571428571,0.7671732522796353,0.0996348461137193,1,Yes,1
S01994,0.55,0.7452887537993921,0.3270735524256651,0,Yes,0
S01995,0.5095238095238095,0.6243161094224924,0.3761085028690663,1,Yes,1
S01996,0.5952380952380952,0.5015197568389058,0.4246218049034951,1,Yes,1
S01997,0.4642857142857143,0.5702127659574467,0.2790818988002086,0,Yes,0
S01998,0.3619047619047619,0.6224924012158054,0.3140323422013563,1,No,1
S01999,0.4476190476190475,0.5592705167173252,0.2947313510693792,0,No,0
S02000,0.3785714285714285,0.4316109422492401,0.4371413667188315,1,Yes,1
S02001,0.3857142857142857,0.4869300911854103,0.3218570683359416,1,No,1
S02002,0.4499999999999999,0.6486322188449848,0.440792905581638,1,Yes,1
S02003,0.3714285714285714,0.5130699088145896,0.3933229003651539,1,No,1
S02005,0.2404761904761904,0.5331306990881459,0.2519561815336463,0,Yes,0
S02006,0.4928571428571428,0.4346504559270516,0.2107459572248305,0,Yes,0
S02007,0.4666666666666667,0.5221884498480243,0.3025560772039645,1,Yes,1
S02009,0.5452380952380952,0.458966565349544,0.2044861763171622,1,Yes,1
S02010,0.5785714285714285,0.4139817629179331,0.3802816901408451,0,No,0
S02011,0.2761904761904762,0.5306990881458966,0.3103808033385498,0,Yes,0
S02012,0.3761904761904762,0.6182370820668693,0.341679707876891,0,Yes,0
S02014,0.3547619047619047,0.3732522796352583,0.235263432446531,1,Yes,1
S02016,0.4428571428571429,0.5787234042553192,0.2498695878977569,1,Yes,1
S02017,0.4357142857142856,0.406079027355623,0.4308815858111633,1,Yes,1
S02018,0.2285714285714285,0.4936170212765957,0.2962962962962963,0,No,0
S02019,0.5428571428571428,0.3148936170212766,0.2811684924360981,1,Yes,1
S02020,0.319047619047619,0.3458966565349544,0.2550860719874804,1,No,1
S02021,0.4738095238095238,0.7519756838905776,0.2952529994783516,1,Yes,1
S02022,0.5,0.4577507598784194,0.2509128847157016,1,No,1
S02025,0.1071428571428571,0.5452887537993921,0.4986958789775692,0,No,0
S02027,0.680952380952381,0.2893617021276595,0.2540427751695358,0,No,0
S02029,0.4904761904761905,0.5306990881458966,0.4204486176317163,1,No,1
S02030,0.4071428571428572,0.4814589665653496,0.3552425665101722,0,No,0
S02031,0.5619047619047619,0.6,0.2754303599374021,1,Yes,1
S02033,0.5238095238095238,0.5683890577507599,0.4178403755868545,1,No,1
S02036,0.7952380952380952,0.5167173252279635,0.1267605633802817,1,Yes,1
S02037,0.5142857142857143,0.417629179331307,0.357850808555034,1,Yes,1
S02038,0.4071428571428572,0.5866261398176292,0.2952529994783516,0,No,0
S02039,0.4642857142857143,0.5100303951367781,0.3041210224308815,0,Yes,0
S02041,0.3833333333333333,0.5671732522796352,0.3693270735524256,0,No,0
S02043,0.4047619047619047,0.5848024316109423,0.2023995826812728,1,Yes,1
S02045,0.369047619047619,0.3963525835866262,0.199791340636411,1,Yes,1
S02046,0.6,0.6863221884498479,0.2363067292644757,1,No,1
S02047,0.4666666666666667,0.6455927051671733,0.3938445487741263,1,Yes,1
S02048,0.4666666666666667,0.5422492401215806,0.2999478351591028,1,No,1
S02049,0.4285714285714285,0.5963525835866261,0.3004694835680752,1,Yes,1
S02050,0.4857142857142856,0.6413373860182371,0.4204486176317163,0,No,0
S02051,0.5642857142857143,0.5416413373860182,0.2509128847157016,1,Yes,1
S02054,0.430952380952381,0.6644376899696048,0.3082942097026604,1,Yes,1
S02055,0.3071428571428571,0.6151975683890578,0.3761085028690663,1,No,1
S02056,0.369047619047619,0.5501519756838906,0.2451747522170057,1,Yes,1
S02057,0.4095238095238095,0.6115501519756839,0.3114241001564946,0,No,0
S02058,0.5714285714285714,0.5155015197568389,0.290036515388628,1,No,1
S02059,0.4976190476190475,0.6699088145896657,0.2649973917579551,1,No,1
S02060,0.4904761904761905,0.7063829787234043,0.1956181533646322,1,No,1
S02062,0.4499999999999999,0.6784194528875379,0.2535211267605634,0,No,0
S02063,0.5142857142857143,0.8145896656534954,0.3938445487741263,0,Yes,0
S02064,0.4547619047619048,0.6066869300911854,0.340114762649974,0,Yes,0
S02065,0.4976190476190475,0.662613981762918,0.3307250912884716,1,No,1
S02066,0.3976190476190476,0.4644376899696049,0.2816901408450704,1,Yes,1
S02067,0.1761904761904761,0.4814589665653496,0.2258737610850286,0,Yes,0
S02070,0.5761904761904761,0.3835866261398176,0.2284820031298904,0,No,0
S02072,0.6142857142857142,0.6443768996960486,0.260302556077204,1,Yes,1
S02074,0.4904761904761905,0.5647416413373859,0.2837767344809598,1,No,1
S02075,0.3928571428571428,0.5610942249240122,0.3307250912884716,0,Yes,0
S02076,0.4285714285714285,0.5063829787234042,0.2837767344809598,0,Yes,0
S02077,0.5404761904761904,0.6030395136778116,0.2566510172143975,0,Yes,0
S02078,0.6095238095238096,0.59209726443769,0.1721439749608763,1,Yes,1
S02079,0.4499999999999999,0.4978723404255318,0.3129890453834116,1,Yes,1
S02081,0.4666666666666667,0.6109422492401215,0.3004694835680752,1,Yes,1
S02083,0.2952380952380952,0.5349544072948328,0.4121022430881586,0,Yes,0
S02084,0.1928571428571428,0.503951367781155,0.4225352112676057,0,Yes,0
S02087,0.4071428571428572,0.5246200607902736,0.3035993740219093,0,No,0
S02088,0.4499999999999999,0.5319148936170213,0.2133541992696922,0,No,0
S02089,0.4119047619047619,0.7811550151975684,0.1465832029212311,0,No,0
S02090,0.6404761904761904,0.3793313069908814,0.4032342201356286,0,Yes,0
S02091,0.5047619047619047,0.5860182370820668,0.3046426708398539,0,No,0
S02093,0.5404761904761904,0.5124620060790274,0.2498695878977569,0,No,0
S02094,0.3309523809523809,0.4267477203647417,0.3291601460615546,1,No,1
S02095,0.5904761904761904,0.4620060790273556,0.3755868544600939,0,No,0
S02096,0.4571428571428571,0.4930091185410334,0.2446531038080334,0,Yes,0
S02097,0.5476190476190477,0.6030395136778116,0.2749087115284299,0,No,0
S02098,0.338095238095238,0.6462006079027356,0.2806468440271257,0,Yes,0
S02099,0.2809523809523809,0.3264437689969605,0.2639540949400104,1,No,1
S02100,0.5642857142857143,0.3969604863221884,0.3270735524256651,0,Yes,0
S02101,0.5119047619047619,0.609726443768997,0.2999478351591028,0,Yes,0
S02102,0.3595238095238095,0.6194528875379939,0.1366718831507564,1,Yes,1
S02103,0.3642857142857143,0.364741641337386,0.3046426708398539,0,No,0
S02104,0.6,0.6492401215805471,0.3249869587897757,1,No,1
S02105,0.3261904761904762,0.541033434650456,0.2926447574334899,1,Yes,1
S02106,0.6619047619047619,0.6334346504559271,0.4246218049034951,1,No,1
S02107,0.3595238095238095,0.4395136778115501,0.3229003651538863,1,No,1
S02108,0.5428571428571428,0.3738601823708207,0.2978612415232134,1,Yes,1
S02109,0.4285714285714285,0.5051671732522796,0.3667188315075639,0,Yes,0
S02110,0.5380952380952382,0.5106382978723404,0.4731351069379239,1,No,1
S02111,0.4023809523809523,0.503951367781155,0.2848200312989045,0,Yes,0
S02112,0.4476190476190475,0.4954407294832826,0.3781950965049557,1,No,1
S02113,0.4714285714285713,0.7489361702127659,0.4397496087636933,0,No,0
S02114,0.3476190476190476,0.3361702127659574,0.2775169535732916,0,No,0
S02115,0.5547619047619047,0.4401215805471125,0.2039645279081898,1,Yes,1
S02116,0.4047619047619047,0.4917933130699087,0.3302034428794992,0,No,0
S02118,0.3476190476190476,0.6291793313069909,0.2733437663015128,0,Yes,0
S02119,0.1619047619047619,0.6480243161094225,0.3813249869587898,0,No,0
S02120,0.4428571428571429,0.6735562310030395,0.2284820031298904,1,Yes,1
S02121,0.7547619047619049,0.6012158054711245,0.2764736567553469,1,No,1
S02122,0.5595238095238095,0.3325227963525836,0.288471570161711,0,No,0
S02123,0.4642857142857143,0.3404255319148936,0.2848200312989045,0,Yes,0
S02124,0.4357142857142856,0.6820668693009119,0.2284820031298904,0,No,0
S02125,0.469047619047619,0.6747720364741642,0.2696922274387063,0,No,0
S02126,0.5309523809523808,0.6200607902735562,0.1418883672404799,1,No,1
S02127,0.3261904761904762,0.443161094224924,0.3500260824204487,0,No,0
S02128,0.6,0.5033434650455927,0.2983828899321857,1,Yes,1
S02129,0.5523809523809524,0.494224924012158,0.3854981742305686,0,No,0
S02130,0.5523809523809524,0.4182370820668692,0.2889932185706834,0,No,0
S02131,0.519047619047619,0.574468085106383,0.1549295774647887,0,No,0
S02135,0.4238095238095237,0.4352583586626139,0.2790818988002086,1,Yes,1
S02136,0.3976190476190476,0.3562310030395136,0.4533124673969745,1,Yes,1
S02137,0.4785714285714286,0.662613981762918,0.2258737610850286,1,Yes,1
S02139,0.319047619047619,0.6972644376899696,0.3427230046948357,0,No,0
S02140,0.2928571428571428,0.721580547112462,0.2696922274387063,1,No,1
S02141,0.4857142857142856,0.5088145896656535,0.1914449660928534,1,No,1
S02144,0.4952380952380951,0.4346504559270516,0.2410015649452269,1,No,1
S02145,0.4404761904761904,0.6729483282674772,0.2816901408450704,0,Yes,0
S02146,0.6428571428571429,0.3544072948328267,0.3740219092331768,1,No,1
S02147,0.2761904761904762,0.5428571428571428,0.3176838810641628,0,No,0
S02148,0.369047619047619,0.6948328267477204,0.2639540949400104,1,Yes,1
S02150,0.2714285714285714,0.4899696048632218,0.2524778299426187,0,Yes,0
S02151,0.4452380952380952,0.6656534954407295,0.3677621283255086,0,Yes,0
S02154,0.4952380952380951,0.5708206686930091,0.1794470526864893,0,Yes,0
S02156,0.3928571428571428,0.4151975683890577,0.414188836724048,0,No,0
S02157,0.4214285714285714,0.7689969604863222,0.3406364110589462,0,Yes,0
S02158,0.4285714285714285,0.3148936170212766,0.3463745435576422,1,No,1
S02159,0.6190476190476191,0.5495440729483282,0.254564423578508,1,Yes,1
S02160,0.5333333333333333,0.566565349544073,0.3338549817423057,0,Yes,0
S02161,0.3333333333333333,0.3306990881458967,0.2368283776734481,1,No,1
S02162,0.4952380952380951,0.703951367781155,0.2509128847157016,0,No,0
S02163,0.5261904761904762,0.4528875379939209,0.2926447574334899,0,No,0
S02164,0.6023809523809524,0.555015197568389,0.298904538341158,1,Yes,1
S02165,0.6547619047619048,0.5829787234042553,0.4360980699008869,1,No,1
S02166,0.3452380952380952,0.3659574468085106,0.3635889410537298,0,No,0
S02168,0.3166666666666667,0.7331306990881459,0.4293166405842462,1,No,1
S02170,0.5214285714285714,0.2151975683890578,0.297339593114241,1,Yes,1
S02171,0.5833333333333334,0.5063829787234042,0.3255086071987481,1,Yes,1
S02175,0.3666666666666666,0.539209726443769,0.1481481481481481,0,No,0
S02176,0.7142857142857143,0.441337386018237,0.3729786124152321,1,Yes,1
S02177,0.2761904761904762,0.5696048632218845,0.3041210224308815,1,Yes,1
S02178,0.4880952380952381,0.6042553191489362,0.2279603547209181,1,No,1
S02179,0.7071428571428572,0.5914893617021276,0.1528429838288993,0,Yes,0
S02180,0.4666666666666667,0.713677811550152,0.2483046426708398,1,No,1
